title,difficulty,serves,rating,vegetarian,vegan,dairy_free,gluten_free,prep_time,cook_time,ingredients,ingredient,recipe_urls
Venison steaks with stroganoff sauce & shoestring fries,A challenge,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:25 mins,Cook:30 mins,,"['sunflower oil; for frying', 'large  potatoes', '2 venison steaks (about 175g/6oz each)', '2 tbsp butter', '1 small onion; chopped', '1 garlic clove; chopped', '250g chestnut mushroom; sliced', '1 tsp smoked paprika', 'tomato purée', '1 tsp plain flour', '2 tbsp brandy (optional)', 'beef stock', 'soured cream', 'small handful parsley; chopped']",
Easy venison pie,Easy,Serves 6,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:3 hrs,,"['2½ tbsp sunflower oil', '1kg diced venison', '100g smoked bacon lardons; pancetta or chopped smoked streaky bacon', '2 onions; roughly chopped', 'bay leaves', '200g chestnut mushrooms; quartered; or baby chestnut mushrooms; halved', '3 tbsp plain flour', 'ketchup', 'red wine', 'beef stock cubes', '1 egg yolk; beaten (freeze the white for another recipe)', 'sheet of ready-rolled puff pastry']",https://www.bbcgoodfood.com/recipes/poached-eggs-avocado-feta-toast
Venison madras,Easy,Serves 6-8,,FALSE,FALSE,FALSE,FALSE,Prep:30 mins,Cook:3 hrs and 25 mins,,"['1 ½kg stewing venison; diced into large chunks around 3cm square', '8 garlic cloves; grated', 'thumb-sized piece ginger; grated', '100ml  full-fat plain yogurt', '1 tbsp sweet smoked paprika', 'tomato purée', '100g butter', '5 large onions; chopped', '8 garlic cloves; peeled and grated', 'Madras spice paste', 'beef stock', '400g can chopped tomatoes', '100g creamed coconut in a block', '10 dried curry leaves', 'rice; sliced green chilli and natural yogurt; to serve']",https://www.bbcgoodfood.com/recipes/easy-huevos-rancheros
Venison wellington,More effort,Serves 6,,FALSE,FALSE,FALSE,FALSE,Prep:50 mins,Cook:1 hr and 20 mins,,"['700g trimmed loin of venison', '1 tbsp olive oil; plus a little extra', '1½ tbsp English mustard', '50g butter', '1 large shallot; finely chopped', '1 garlic clove; crushed', '400g chestnut mushroom; very finely chopped in a food processor', '1 tbsp finely chopped thyme leaves', '1 tbsp finely chopped parsley', '2 tbsp brandy', '12 slices prosciutto', 'plain flour; for dusting', 'pack all-butter puff pastry', '2 egg yolks; beaten', 'mashed root veg  ', 'gravy ']",https://www.bbcgoodfood.com/recipes/kale-tomato-poached-egg-toast
Venison kofta,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:35 mins,Cook:35 mins,,"['bread', '500g venison mince (ask your butcher to grind the mince twice to give it a smooth; fine texture)', 'chopped coriander', '5 medium green chillies; chopped (or fewer if you don’t like it too hot)', '1 clove; ground', ' and cassia bark (or 1/2 tsp cinnamon)', '1 small white onion; finely chopped', '1 egg', '; for deep-frying', '; to serve', 'oil', '2 whole dried red chillies; each broken in half', '2 cloves', 'green cardamom', '3 medium onions; chopped', 'ginger and garlic paste', '¼ tsp ground turmeric', 'ground coriander', 'tomato purée']",https://www.bbcgoodfood.com/recipes/fried-bread
Venison stew,Easy,Serves 8,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:1 hr and 50 mins,,"['2 carrots; roughly chopped', '140g turnip  or swede; roughly chopped', '2 onions; roughly chopped', '3 celery sticks; roughly chopped', 'olive oil  and butter; for frying', '1 garlic clove; crushed', '1kg boned leg or shoulder of venison; cut into large chunks (or buy ready-cubed venison for stewing)', '5 tbsp plain flour; seasoned with salt and pepper', '2 tbsp redcurrant jelly (or rowan or hawthorn jelly)', 'dry red wine', 'beef stock', '2 thyme sprigs', 'bay leaf']",https://www.bbcgoodfood.com/recipes/air-fryer-bacon
Venison cottage pie,Easy,Serves 4 - 6,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:1 hr and 50 mins,,"['vegetable oil', 'venison mince', '1 large  carrot; finely chopped', '1 onion; chopped', '1 tbsp plain flour', 'bay leaves', 'ketchup', 'red wine', 'beef stock', '1.2kg potatoes (King Edward or Desirée work well); peeled and roughly chopped', 'whole milk', '75g butter', ' for grating']",https://www.bbcgoodfood.com/recipes/simple-nutty-pancakes
Venison & wild mushroom wellington,A challenge,Serves 6,,FALSE,FALSE,FALSE,FALSE,Prep:1 hr and 30 mins,Cook:1 hr and 45 mins,,"['2 tbsp olive oil', '1 trimmed loin of venison weighing about 1kg; cut into 2 equal pieces. Ask for the loin or the loin fillet off the bone; well-trimmed', '2 tbsp English mustard', '300g mixed wild mushrooms; trimmed and cleaned', '6 slices prosciutto', ' (see method; below)', 'pack all-butter puff pastry', '3 egg yolks; beaten', '100g plain flour', '1 egg', '250ml milk', 'snipped chives', 'handful of chopped flat-leaf parsley', 'a drop of oil', 'floury potatoes', '150ml warm double cream', '50g butter', '24 baby carrots', 'knob of butter', '1 finely chopped shallot', 'a small knob of butter', 'a sprig of thyme', 'port', 'fresh chicken stock']",https://www.bbcgoodfood.com/recipes/breakfast-bagel-club
Venison meatloaf,Easy,Serves 6,,FALSE,FALSE,FALSE,FALSE,Prep:25 mins,Cook:1 hr and 15 mins,,"['12 thin rashers streaky bacon', '1kg minced venison', '1 small onion; finely chopped', 'good-quality  pork sausages', '1 tbsp fresh thyme leaves; plus sprigs to decorate', 'fresh  breadcrumb', '1 tbsp wholegrain mustard', 'splash of  Worcestershire sauce', '1 egg']",https://www.bbcgoodfood.com/recipes/mushroom-brunch
Stuffed saddle of venison with prunes & brioche,More effort,Serves 6,,FALSE,FALSE,FALSE,FALSE,Prep:45 mins,Cook:1 hr,,"['100g pancetta slices', '1 boned saddle of venison (about 750g-1kg)', '20g butter;  melted', '15g unsalted butter', '½ onion; finely chopped', '1 garlic clove; crushed', 'ready-to-eat prunes', '1 rasher smoked streaky  bacon; diced', 'brioche', '2 sage leaves; chopped']",https://www.bbcgoodfood.com/recipes/overnight-oats
Roast venison loin with pumpkin & Sichuan salt,Easy,Serves 4,,FALSE,FALSE,FALSE,TRUE,Prep:15 mins,Cook:1 hr and 10 mins,,"['1 small pumpkin or squash; peeled and seeds removed; then sliced into wedges', '8 sage leaves', '60ml maple syrup', 'banana shallots', '40g butter', '600g venison loin; fat and sinew removed', 'Sichuan peppercorns', 'flaky salt', '1 tsp chopped rosemary']",https://www.bbcgoodfood.com/recipes/basic-omelette
Venison steak with Port sauce,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:30 mins,,"['small potatoes', '2 tbsp olive oil', '4 venison steaks', 'cracked black pepper', 'chopped parsley; to serve (optional)', 'zest 1 orange; removed in strips; plus its juice', 'redcurrant jelly', 'port', '1 cinnamon stick']",https://www.bbcgoodfood.com/recipes/easy-banana-pancakes
Venison with quince,More effort,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:1 hr - 2 hrs,,"['2 small venison haunch steaks', '1 rosemary sprig', 'extra-virgin olive oil', '2 tsp butter', '1 quince; peeled; cored and cut into eighths (reserve trimmings & pips) and 1 rosemary sprig', '1 tbsp caster sugar', '1 tbsp butter', '25g butter', 'red wine', '200ml chicken or game stock', '1 tbsp quince paste or membrillo']",https://www.bbcgoodfood.com/recipes/basil-scramble-wilted-spinach-seared-tomatoes
Venison chilli cottage pie,More effort,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:25 mins,Cook:4 hrs and 30 mins,,"['2 tbsp sunflower oil', '800g diced stewing venison; haunch is a good cut to use if you dice your own', '2 onions; finely chopped', '5 garlic cloves; finely chopped', '2 tsp cumin seeds', 'cracked black pepper', 'ground coriander', 'red wine', 'chicken or beef stock', 'cornflour', '1 lime; juiced and zested', '50g 70% dark chocolate; grated', 'mashing potatoes', 'soured cream', '1 red chilli; chopped', '50g cheddar; grated']",https://www.bbcgoodfood.com/recipes/healthy-porridge-bowl
"Venison, stilton & rosemary pasties",More effort,Serves 6,,FALSE,FALSE,FALSE,FALSE,Prep:55 mins,Cook:1 hr and 30 mins,,"['300g stewing venison; chopped into small chunks', '3 tbsp plain flour', '2 tsp English  mustard powder', 'vegetable', '1 onion; finely chopped', '3 rosemary sprigs; leaves picked and chopped', 'pale ale', 'beef stock cube', '1 medium potato; finely diced', '1 tbsp honey', '70g stilton; crumbled', '300g plain flour', '1 tsp English mustard powder', '125g butter; chilled', '1 egg; beaten', 'poppy seeds']",https://www.bbcgoodfood.com/recipes/superfood-scrambled-eggs
Squash & venison tagine,More effort,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:30 mins,Cook:3 hrs and 15 mins,,"['3 tbsp rapeseed or sunflower oil', 'squash', '250g shallots; halved', '450g stewing venison (shoulder or shin is best); cut into large pieces', '1 tbsp cumin', '1 tbsp coriander seeds', 'black peppercorns', '1 cinnamon stick', '2 cloves', 'coriander', 'thumb-sized piece ginger; peeled and roughly chopped', '3 garlic cloves; crushed', '1 fat red chilli; deseeded and roughly chopped', 'good pinch of saffron', 'chicken stock', 'pitted prunes', '2 tbsp pomegranate molasses', ' or brown rice; to serve', 'natural yogurt; to serve']",https://www.bbcgoodfood.com/recipes/apricot-hazelnut-muesli
Smoked venison with melon salad,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,,,"['; deseeded', '100g pack smoked venison (or use smoked duck or prosciutto)', 'bunch watercress', '; peeled into ribbons; seeds discarded', '1 tsp clear honey', '1 heaped tsp wholegrain mustard', '2 tbsp olive oil; plus extra for drizzling', 'white wine vinegar']",https://www.bbcgoodfood.com/recipes/eggy-bread
Steamed venison & Port pudding,More effort,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:40 mins,Cook:4 hrs,,"['375g self-raising flour', 'suet', '; for greasing', 'dripping', '600g cubed stewing  venison - I used trimmed shoulder', '140g cubed pork belly; skin on', '1 onion; finely sliced', '1 tbsp plain flour', '1 tsp thyme leaf; chopped', 'bay leaf', 'mushroom ketchup', 'port', 'red wine', 'good beef stock']",https://www.bbcgoodfood.com/recipes/sunshine-smoothie
Venison with rhubarb chutney,More effort,Serves 4 (with chutney leftover),,FALSE,FALSE,FALSE,TRUE,Prep:45 mins,Cook:1 hr and 20 mins,,"['1kg rhubarb; chopped', '1 red onion; sliced', '225g dark brown soft sugar', '2 garlic cloves; crushed', 'red wine vinegar', '1 pear; peeled; cored and chopped', '1 apple; peeled; cored and chopped', 'salt', 'sultanas', 'juniper berries', '2 pieces stem ginger from a jar; drained and chopped; plus 1 tbsp syrup', 'loin fillet', '1 tbsp olive oil', 'red wine', '25g butter', '; to serve', 'rocket leaf; to serve']",https://www.bbcgoodfood.com/recipes/black-forest-bircher
Venison sausages with piquant beans,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:20 mins,,"['2 tsp rapeseed oil', 'venison or low-fat sausages', '1 medium red onion; halved and sliced', '3 garlic cloves; chopped', '1 tsp fennel seeds; lightly crushed', '400g can cannellini beans in water', 'heaped tbsp tomato purée', 'reduced-salt chicken stock cube', '6 celery sticks; thinly sliced', 'sherry vinegar', '1 tsp clear honey', '½ small bunch parsley; finely chopped']",https://www.bbcgoodfood.com/recipes/breakfast-banana-split
Mini venison & blueberry dogs,Easy,Makes 40,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:35 mins - 40 mins,,"['venison sausages', 'blueberry conserve', '4 tsp balsamic vinegar', 'brioche', 'sprig of thyme (optional)']",https://www.bbcgoodfood.com/recipes/creamy-mustard-mushrooms-toast
Venison sausage & chestnut casserole,Easy,Serves 8,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:1 hr,,"['2 tbsp sunflower oil', 'venison sausages', '2 medium onions; thinly sliced', '3 celery sticks; trimmed and thinly sliced', '200g chestnut mushrooms; halved (or quartered if large)', 'red wine', 'beef stock cube', '200g pack vacuum-packed cooked chestnuts', 'tomato purée', 'bay leaf', 'cornflour', 'small pack parsley; chopped; to serve (optional)', 'medium potatoes', '75g butter', '150ml tub double cream', '2 tbsp wholegrain mustard']",https://www.bbcgoodfood.com/recipes/herb-omelette-fried-tomatoes
Pan-fried venison with blackberry sauce,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:15 mins,,"['1 tbsp olive oil', '2 thick venison  steaks; or 4 medallions', '1 tbsp balsamic vinegar', 'beef stock', 'redcurrant jelly', '1 garlic clove; crushed', '85g fresh or frozen blackberry']",https://www.bbcgoodfood.com/recipes/eggy-spelt-bread-orange-cheese-raspberries
Swede gnocchi with crispy sage,Easy,Serves 4,,TRUE,FALSE,FALSE,FALSE,Prep:30 mins,Cook:1 hr and 10 mins,,"['400g floury potatoes; such as King Edwards', '600g swede; peeled', '4 tbsp olive oil', '1 tsp chilli flakes', ""100g '00' flour; plus extra for dusting"", '30g parmesan (or vegetarian alternative); grated; plus extra to serve', '100g butter', 'small pack sage  leaves picked']",https://www.bbcgoodfood.com/recipes/cheesy-scrambled-egg-croissants
Roast chicken with lemon & rosemary roots,Easy,Serves 4,,FALSE,FALSE,FALSE,TRUE,Prep:20 mins,Cook:1 hr and 30 mins,,"['4 large carrots (about 400g); cut into big chunks', '1 celeriac (about 575g peeled weight); cut into roastie-sized chunks', '1 large swede (550g unpeeled); quartered and cut into thick slices', '2 red onions; cut into wedges ', '1 garlic bulb', '2 tbsp rapeseed oil', '2 tsp sprigs rosemary leaves and woody stalks separated', '1 lemon', '1 medium chicken (about 1.4kg)', '2 x 200g bags curly kale']",
Beef & swede casserole,Easy,Serves 4,,FALSE,FALSE,TRUE,TRUE,Prep:15 mins,Cook:1 hr and 25 mins,,"['vegetable oil', '2 onions; sliced', '½ celery stick; sliced', '500g diced braising beef', 'red wine', 'beef stock', '500g swede; peeled and cut into chunky dice', '300g floury potatoes (such as Maris Piper); diced', '3 thyme sprigs', 'bay leaf', ' to serve (optional)']",
Neeps & tatties soup,Easy,2 for lunch or 4 as a starter,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:35 mins,,"['25g butter', 'ground coriander', '1 onion; chopped', '½ medium-sized swede (about 200g); peeled and chopped into small pieces', '1 carrot; sliced', '1 celery stick; sliced into small pieces', 'potatoes', 'good grating of nutmeg', '400ml milk', '140g cooked haggis or black pudding; chopped or crumbled into pieces', '2 tbsp double cream', 'a few celery leaves; torn']",
Curried swede soup,Easy,Serves 4 - 6,,FALSE,FALSE,FALSE,FALSE,Prep:30 mins,Cook:1 hr and 40 mins,,"['2 tbsp olive oil', '30g butter', '1 onion; sliced', '2 celery sticks; finely chopped', '1 thumb-sized piece of ginger; peeled and finely grated', '1 large garlic clove; crushed', '1 tsp ground cumin', 'ground coriander', '1 tsp ground turmeric', 'medium curry powder', '800g swede; peeled and chopped into 3cm pieces', 'chicken stock', '50ml double cream', 'yogurt and chilli flakes; to serve', '180g mature cheddar; coarsely grated', '3 spring onions; finely sliced', '1 heaped tsp nigella seeds', 'coriander;', '2 tbsp butter', '4 large slices white sourdough', '2 tbsp mango chutney']",
"Beef, leek & swede Cumberland pie",Easy,Serves 6,,FALSE,FALSE,FALSE,FALSE,Prep:45 mins,Cook:3 hrs,,"['3 (or 2 if large);  leeks white part diced; green part sliced and kept separate', '1 large carrot; finely chopped', '2 celery sticks; finely chopped', '1 tbsp butter', '1 tbsp rapeseed oil or vegetable oil', '1kg good-quality beef mince (a little fat adds flavour and tenderises; so try a 10% mix rather than super-lean)', '200g unsmoked bacon lardons', '3 tbsp plain flour', '5 thyme sprigs', 'Worcestershire sauce', 'Marmite', 'beef stock', '1kg swede (about 2 large); peeled and chopped into chunks', 'floury potatoes', '25g butter; plus a few knobs', '100ml milk', 'a little freshly grated nutmeg', '25g mature cheddar; grated', 'fresh breadcrumbs']",
Honey-crushed swede,Easy,Serves 10,,TRUE,FALSE,FALSE,TRUE,Prep:10 mins,Cook:25 mins,,"['2 large swede; cut into 3cm chunks', 'ground mace', '100g butter', '2 tbsp clear honey']",
Sausage & maple swede traybake,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:45 mins - 1 hr,,"['1 tbsp olive oil', '2 tbsp maple syrup', '½ small pack thyme; leaves picked', '1 tsp cumin seeds', 'red wine vinegar', '1 large swede (about 900g/2lb); peeled and cut into 3cm/11/4in chunks', '2 red onions; cut into wedges', 'pork sausages', '3 sharp eating apples; such as Granny Smith or Pink Lady; cut into wedges and cored', 'cooked broccoli; to serve']",
Herby root vegetable gratin,Easy,Serves 8,,TRUE,FALSE,FALSE,TRUE,Prep:25 mins,Cook:1 hr and 40 mins,,"['25g butter; plus extra for greasing', '1 onion; thinly sliced', '425ml double cream', '300ml milk', 'potato', '350g swede; thinly sliced', '350g parsnip; thinly sliced', 'small bunch parsley', '2 tbsp thyme leaf', '1 garlic clove; crushed', '50g parmesan (or vegetarian alternative); grated', '3 tbsp olive oil']",
"Swede, lamb & feta bake",Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:1 hr and 15 mins,,"['2 tbsp olive oil; plus extra for greasing', '1 large onion; finely chopped', '2 garlic cloves; finely chopped', '¼ tsp cinnamon', '1 tsp dried oregano', 'pinch of chilli flakes', '500g lamb mince', 'tomato purée', '400g can chopped tomatoes', '600g swede; peeled and sliced as thinly as possible', '25g butter', '25g plain flour', '300ml milk', '1 large egg', '100g feta; crumbled']",
Swede mash,Easy,Serves 4,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:25 mins,,"['large  potatoes', '3 carrots', '½  swede', '25g butter', 'splash of milk or  cream', 'good grating of  nutmeg']",
Honey-roasted swede with chilli & cumin,Easy,Serves 4,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:45 mins - 50 mins,,"['1 large  swede; peeled and cut into large chunks', '2 tbsp olive oil', '1 tbsp clear honey', '1 tsp cumin seed', '1 large  red chilli; deseeded and chopped', '; chopped']",https://www.bbcgoodfood.com/recipes/best-spaghetti-bolognese-recipe
Swede dauphinoise,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:2 hrs,,"['50g can  anchovy in oil', 'of the  oil', '1 onion; thinly sliced', 'large sprig thyme; leaves picked', '2 large swede', '300ml pot double cream', 'fresh  breadcrumb', '2 tbsp grated  parmesan']",https://www.bbcgoodfood.com/recipes/5-day-bolognese
Spiced swede fritters,Easy,"Serves 4 as a starter, makes 15",,TRUE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:35 mins,,"['1 swede (about 650g); peeled and diced into small chunks', '75g plain flour', '100ml crème fraîche', '1 egg; beaten', '1 red chilli; deseeded and finely chopped', '1 red onion; finely chopped', 'cayenne pepper', '2 tsp garam masala', '½ tsp ground turmeric', '1 tsp crushed coriander seed', '; chopped', 'sunflower oil; for frying', 'mango chutney; to serve']",
Cornish pasty,More effort,Makes 4,,FALSE,FALSE,FALSE,FALSE,Prep:25 mins,Cook:55 mins,,"['125g chilled and diced butter', 'lard', '500g plain flour; plus extra  ', '1 egg; beaten', 'beef skirt', '1 large onion; finely chopped', 'medium potatoes;', '175g swede; peeled; finely diced', 'freshly ground black pepper']",https://www.bbcgoodfood.com/recipes/bolognese-difference
Swede & potato rösti-topped shepherd’s pie,Easy,Serves 5,,FALSE,FALSE,FALSE,FALSE,Prep:30 mins,Cook:1 hr and 15 mins,,"['500g/ 1lb 2oz swede; peeled and cut into large chunks', 'floury potatoes', '1 tbsp olive oil', '1 onion; chopped', '2 carrots; chopped', '250g/ 9oz mushrooms; quartered', '500g/ 1lb 2oz lamb mince', '400g can tomatoes', 'tomato purée', '50g/ 2oz butter; melted']",https://www.bbcgoodfood.com/recipes/healthy-bolognese
Root vegetable & mustard mash,Easy,Serves 8,,TRUE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:20 mins,,"['mixed root vegetable', '50g butter', 'extra-virgin olive oil', '2 tbsp wholegrain mustard']",https://www.bbcgoodfood.com/recipes/classic-bolognese
Wild mushroom & chestnut cottage pie,Easy,Serves 4,,TRUE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:1 hr,,"['vegetable oil', '2 carrots; chopped', '½ swede; chopped', '12 pearl onions; peeled and left whole', '1 garlic clove; crushed', '1 rosemary sprig', 'tomato purée', '1 tsp yeast extract; such as Marmite', '200g can chopped tomatoes', 'white wine', 'vegetable stock', '500g fresh penny buns/ceps or mixed wild mushrooms; roughly chopped', '200g vacumn-packed chestnuts; halved', 'potatoes', '2 parsnips; diced', '2 carrots; diced', '300g celeriac; diced', '100g butter', '50ml milk']",https://www.bbcgoodfood.com/recipes/classic-spaghetti-bolognese
Root vegetable mash,Easy,Serves 4,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:25 mins,,"['2 large baking potatoes; cut into chunks', '½ swede; cut into chunks', '3 carrots; diced', '25g unsalted butter']",https://www.bbcgoodfood.com/recipes/rich-ragu
Roast vegetable tray,Easy,Serves 6,,TRUE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:55 mins,,"[' olive or vegetable oil', '6  medium carrots; ends trimmed', '6  small parsnips; ends trimmed', '4  small onions', '1  small swede; cut into thick wedges', 'large knob of butter; to serve']",https://www.bbcgoodfood.com/recipes/turkey-bolognese-pasta-bake
Swede & parsnip bake,Easy,Serves 8,,TRUE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:1 hr,,"['1 medium swede (about 600g); peeled and cut into chunks', '500g parsnips; peeled and cut into chunks', '25g butter; plus a little extra', '4 tbsp golden syrup', 'fresh breadcrumbs', '2 eggs; lightly beaten', '1 tbsp olive oil', '2 thyme sprigs; leaves stripped']",https://www.bbcgoodfood.com/recipes/courgetti-bolognese
Sausage & root veg stovie,Easy,Serves 1,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:25 mins,,"['  cube; any type', 'sunflower or vegetable oil', '1 small onion; halved and thickly sliced', 'thick pork  sausages', '1 large carrot; peeled and cut into chunks', 'large or 2 medium potatoes', '200g swede; peeled and cut into big chunks (or use another large carrot)']",
Vegetable stew with herby dumplings,Easy,Serves 6,,TRUE,FALSE,FALSE,FALSE,Prep:40 mins,Cook:1 hr and 30 mins,,"['1 tbsp olive oil', '350g shallot; peeled', '2 leeks; thickly sliced', '½ swede; chopped into chunks', '2 parsnips; quartered', '350g Chantenay carrot', '175g pearl barley', 'white wine', 'vegetable stock', 'bay leaf', '3 sprigs thyme', 'small bunch parsley; finely chopped', '100g self-raising flour', '50g unsalted butter', '50g mature cheddar cheese; grated', '2 tsp finely chopped fresh rosemary', '1 tsp fresh thyme leaves']",https://www.bbcgoodfood.com/recipes/veggie-bolognese
Roasted root vegetables,Easy,Serves 8,,TRUE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:1 hr,,"['5 carrots; peeled and quartered', '5 parsnips; peeled and quartered', '1 celeriac; peeled and cut into 2cm cubes', '½ a swede; peeled; cut into 2cm cubes', '2 tbsp olive oil', '1 garlic bulb; halved', 'clear honey; to drizzle']",https://www.bbcgoodfood.com/recipes/gnocchi-bolognese-spinach
